TP_SUBSTANCIA,NU_LMR,DS_INGREDIENTE_ATIVO,ST_AUTORIZADO,NO_CULTURA,NO_UNIDADE_MEDIDA,DT_INICIO_VIGENCIA
quimico,0.07,difenoconazol,sim,abóbora,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.08,difenoconazol,sim,grão-de-bico,miligrama/kilograma  ,05/18/2020 00:00:00
quimico,0.2,fenpropatrina,sim,jiló,miligrama/kilograma  ,12/09/2019 00:00:00
quimico,0.4,fenpropatrina,sim,arroz,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.3,fenpropatrina,sim,jiló,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.01,fenpropatrina,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.4,fenpropatrina,sim,sorgo,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.2,fenpropatrina,sim,pimentão,miligrama/kilograma  ,12/09/2019 00:00:00
quimico,0.3,fenpropatrina,sim,berinjela,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.01,fenpropatrina,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,fenpropatrina,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,fenpropatrina,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.06,fenpropatrina,sim,triticale,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.01,fenpropatrina,sim,amendoim,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.06,fenpropatrina,sim,aveia,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.06,fenpropatrina,sim,centeio,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.06,fenpropatrina,sim,cevada,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.1,fenpropatrina,sim,melancia,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,2.0,fenpropatrina,sim,morango,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,fenpropatrina,sim,feijão-caupi,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.3,fenpropatrina,sim,quiabo,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,2.0,fenpropatrina,sim,mamão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.4,fenpropatrina,sim,milheto,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.06,fenpropatrina,sim,trigo,miligrama/kilograma  ,07/31/2017 00:00:00
quimico,0.3,fenpropatrina,sim,pimentão,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.05,fenpropatrina,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenpropatrina,sim,melão,miligrama/kilograma  ,04/24/2017 00:00:00
quimico,0.2,fenpropatrina,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,10.0,famoxadona,sim,alface,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.06,espiromesifeno,sim,amendoim,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.06,espiromesifeno,sim,ervilha,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.01,fenpropatrina,sim,ervilha,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,1.0,fenpropatrina,sim,melão,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.4,fenpropatrina,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,fenpropatrina,sim,repolho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenpropatrina,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.3,fenpropatrina,sim,pimenta,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,1.0,ftalida,sim,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.4,fenoxaprope-p-etílico,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.3,fenoxaprope-p-etílico,sim,ervilha,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenoxaprope-p-etílico,sim,alface,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenoxaprope-p-etílico,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenoxaprope-p-etílico,sim,cenoura,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenoxaprope-p-etílico,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.02,fenoxaprope-p-etílico,sim,melancia,miligrama/kilograma  ,07/09/2018 00:00:00
quimico,0.02,fenoxaprope-p-etílico,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,fenoxaprope-p-etílico,sim,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,fenoxaprope-p-etílico,sim,algodão,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.02,fenoxaprope-p-etílico,sim,melão,miligrama/kilograma  ,06/01/2006 00:00:00
quimico,0.08,fenoxaprope-p-etílico,sim,tomate,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.01,fenoxaprope-p-etílico,sim,trigo,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.0,fentoato,não,tomate,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.1,fentoato,não,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,flutriafol,sim,pimentão,miligrama/kilograma  ,08/28/2017 00:00:00
quimico,0.1,flutriafol,sim,pimentão,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,batata,miligrama/kilograma  ,03/12/2007 00:00:00
quimico,0.01,etiprole,sim,milheto,miligrama/kilograma  ,11/03/2020 00:00:00
quimico,0.1,flutriafol,sim,arroz,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,0.3,flutriafol,sim,aveia,miligrama/kilograma  ,03/08/2010 00:00:00
quimico,0.1,flutriafol,sim,batata yacon,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,beterraba,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,chuchu,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,feijão,miligrama/kilograma  ,07/13/2007 00:00:00
quimico,0.1,flutriafol,sim,gengibre,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.5,flutriafol,sim,quiuí,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.5,flutriafol,sim,mamão,miligrama/kilograma  ,03/12/2007 00:00:00
quimico,0.1,flutriafol,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.4,flutriafol,sim,citros,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,0.1,fenpiroximato,sim,cacau,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.1,fenpiroximato,sim,cupuaçu,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.5,fenpiroximato,sim,maçã,miligrama/kilograma  ,08/15/2005 00:00:00
quimico,0.1,fenpiroximato,sim,pinhão-manso,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.01,fenpiroximato,sim,acerola,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.03,fenpiroximato,sim,amendoim,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.03,fenpiroximato,sim,ervilha,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.1,fenpiroximato,sim,chuchu,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.5,fenpiroximato,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,fenpiroximato,sim,morango,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenpiroximato,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,fenpiroximato,sim,abóbora,miligrama/kilograma  ,12/08/2015 00:00:00
quimico,0.01,flupiradifurone,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,melão,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,alface,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,almeirão,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,flupiradifurone,sim,batata,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,chicória,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,ervilha,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.9,flupiradifurone,sim,quiabo,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.5,flupiradifurone,sim,tomate,miligrama/kilograma  ,04/02/2018 00:00:00
quimico,2.0,flupiradifurone,sim,uva,miligrama/kilograma  ,04/02/2018 00:00:00
quimico,1.5,flupiradifurone,sim,acerola,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,flupiradifurone,sim,mandioca,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,cacau,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.8,flupiradifurone,sim,citros,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,flupiradifurone,sim,triticale,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,flupiradifurone,sim,rabanete,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,1.5,flupiradifurone,sim,framboesa,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.5,flupiradifurone,sim,algodão,miligrama/kilograma  ,09/22/2022 00:00:00
quimico,0.01,flupiradifurone,sim,beterraba,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.15,flupiradifurone,sim,soja,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,acelga,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,couve-de-bruxelas,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,feijão-caupi,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,quiuí,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.4,flupiradifurone,sim,mamão,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,4.0,flupiradifurone,sim,rúcula,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.9,flupiradifurone,sim,maçã,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.1,diafentiurom,sim,pera,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,cupuaçu,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.07,diafentiurom,sim,cará,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.07,diafentiurom,sim,rabanete,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.3,flutriafol,sim,cana-de-açúcar,miligrama/kilograma  ,06/04/2014 00:00:00
quimico,0.1,flutriafol,sim,cará,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,ervilha,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,feijão-caupi,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.2,flutriafol,sim,jiló,miligrama/kilograma  ,08/28/2017 00:00:00
quimico,0.1,flutriafol,sim,linhaça,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.5,flutriafol,sim,manga,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.2,flutriafol,sim,maxixe,miligrama/kilograma  ,08/28/2017 00:00:00
quimico,0.5,flutriafol,sim,melancia,miligrama/kilograma  ,04/11/2016 00:00:00
quimico,0.5,flutriafol,sim,graviola,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.5,flutriafol,sim,lichia,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.05,flutriafol,sim,milho,miligrama/kilograma  ,06/04/2014 00:00:00
quimico,0.5,flutriafol,sim,romã,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.1,flutriafol,sim,tomate,miligrama/kilograma  ,03/12/2007 00:00:00
quimico,0.1,flutriafol,sim,jiló,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.06,flutriafol,sim,maçã,miligrama/kilograma  ,06/04/2014 00:00:00
quimico,0.03,fluxapiroxade,sim,brócolis,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,1.5,fluxapiroxade,sim,uva,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,7.0,fluxapiroxade,sim,estévia,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.5,fluxapiroxade,sim,jiló,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.7,fluxapiroxade,sim,abacate,miligrama/kilograma  ,06/29/2023 00:00:00
quimico,0.7,fluxapiroxade,sim,mamão,miligrama/kilograma  ,06/29/2023 00:00:00
quimico,0.5,fluxapiroxade,sim,algodão,miligrama/kilograma  ,09/24/2013 00:00:00
quimico,0.03,fluxapiroxade,sim,batata,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.07,fluxapiroxade,sim,batata-doce,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.07,fluxapiroxade,sim,cenoura,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.3,fluxapiroxade,sim,macadâmia,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.1,fluxapiroxade,sim,pinhão-manso,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.06,fluxapiroxade,sim,grão-de-bico,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,7.0,fluxapiroxade,sim,agrião,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,7.0,fluxapiroxade,sim,espinafre,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.2,fluxapiroxade,sim,abobrinha,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.4,fluxapiroxade,sim,banana,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.08,fluxapiroxade,sim,feijões,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.08,fluxapiroxade,sim,feijão,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.08,fluxapiroxade,sim,grão-de-bico,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.5,fluxapiroxade,sim,aveia,miligrama/kilograma  ,05/13/2016 00:00:00
quimico,0.07,fluxapiroxade,sim,beterraba,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.07,fluxapiroxade,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,0.07,fluxapiroxade,sim,rabanete,miligrama/kilograma  ,08/26/2019 00:00:00
quimico,1.5,fluxapiroxade,sim,mirtilo,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.06,fluxapiroxade,sim,feijão,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,7.0,fluxapiroxade,sim,acelga,miligrama/kilograma  ,03/29/2021 00:00:00
quimico,0.2,fluxapiroxade,sim,abóbora,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.5,fluxapiroxade,sim,quiabo,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.1,diafentiurom,sim,mamão,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.05,diafentiurom,sim,milho,miligrama/kilograma  ,04/17/2019 00:00:00
quimico,0.3,diafentiurom,sim,feijões,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.1,diafentiurom,sim,caqui,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,mirtilo,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,romã,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.3,diafentiurom,sim,amendoim,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,3.0,diafentiurom,sim,berinjela,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.5,diafentiurom,sim,couve-de-bruxelas,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,3.0,diafentiurom,sim,pimenta,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.1,diafentiurom,sim,maçã,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,quiuí,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,cacau,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.07,diafentiurom,sim,inhame,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.07,diafentiurom,sim,nabo,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.2,diafentiurom,sim,algodão,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.01,diafentiurom,sim,batata,miligrama/kilograma  ,08/21/2014 00:00:00
quimico,0.3,diafentiurom,sim,feijão,miligrama/kilograma  ,07/13/2010 00:00:00
quimico,0.3,diafentiurom,sim,pepino,miligrama/kilograma  ,08/21/2014 00:00:00
quimico,0.5,diafentiurom,sim,repolho,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,0.3,diafentiurom,sim,chuchu,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.5,diafentiurom,sim,brócolis,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.5,diafentiurom,sim,couve-chinesa,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.05,diafentiurom,sim,milheto,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.1,diafentiurom,sim,figo,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.1,diafentiurom,sim,framboesa,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,1.0,diafentiurom,sim,coco,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,1.0,diafentiurom,sim,pupunha,miligrama/kilograma  ,12/13/2023 00:00:00
quimico,0.05,etoxazol,sim,citros,miligrama/kilograma  ,12/28/2006 00:00:00
quimico,0.1,etoxazol,sim,maçã,miligrama/kilograma  ,12/28/2006 00:00:00
quimico,0.09,etoxazol,sim,uva,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.1,espinetoram,sim,nectarina,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.5,espinetoram,sim,pimenta,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.07,espinetoram,sim,guaraná,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,0.3,espinetoram,sim,azeitona,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.5,espinetoram,sim,berinjela,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.3,espinetoram,sim,carambola,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,0.2,mefentrifluconazol,sim,soja,miligrama/kilograma  ,03/21/2024 00:00:00
quimico,0.3,mefentrifluconazol,sim,quiabo,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.15,mefentrifluconazol,sim,mamão,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,3.0,mefentrifluconazol,sim,chicória,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,3.0,mefentrifluconazol,sim,espinafre,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.5,mefentrifluconazol,sim,algodão,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.01,mefentrifluconazol,sim,batata,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.01,mefentrifluconazol,sim,alho,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.01,mefentrifluconazol,sim,cebola,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.3,mefentrifluconazol,sim,pimentão,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.01,mefentrifluconazol,sim,repolho,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.3,mefentrifluconazol,sim,tomate,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.2,mefentrifluconazol,sim,triticale,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.3,mefentrifluconazol,sim,melancia,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,3.0,mefentrifluconazol,sim,acelga,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,3.0,mefentrifluconazol,sim,mostarda,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.15,mefentrifluconazol,sim,abóbora,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.15,mefentrifluconazol,sim,pepino,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.05,mefentrifluconazol,sim,feijão-caupi,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.01,mefentrifluconazol,sim,brócolis,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.01,mefentrifluconazol,sim,chalota,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.3,mefentrifluconazol,sim,pimenta,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.5,e -11-hexadecenol,sim,coentro,miligrama/kilograma  ,03/27/2015 00:00:00
quimico,0.07,e -11-hexadecenol,sim,melão,miligrama/kilograma  ,03/27/2015 00:00:00
quimico,0.01,e -11-hexadecenol,sim,chalota,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.15,e -11-hexadecenol,sim,berinjela,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.0,mevinfós,não,tomate,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.05,mevinfós,não,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,mevinfós,não,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,molinato,não,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,metamifope,sim,trigo,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.015,metamifope,sim,arroz,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.07,mandestrobina,sim,soja,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,0.4,mandestrobina,sim,tomate,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,0.06,mandestrobina,sim,feijão,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,0.01,mandestrobina,sim,batata,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,0.01,metarilpicoxamida,sim,soja,miligrama/kilograma  ,02/24/2025 00:00:00
quimico,0.0,napropamida,não,tomate,miligrama/kilograma  ,07/22/2019 00:00:00
quimico,0.005,napropamida,não,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,nicossulfurom,sim,sorgo,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.1,nicossulfurom,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,nicossulfurom,sim,soja,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.01,novalurom,sim,dendê,miligrama/kilograma  ,01/16/2017 00:00:00
quimico,0.02,novalurom,sim,maxixe,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.01,novalurom,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.02,novalurom,sim,beterraba,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.02,novalurom,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.02,novalurom,sim,brócolis,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.01,novalurom,sim,macaúba,miligrama/kilograma  ,11/01/2024 00:00:00
quimico,0.01,novalurom,sim,pinhão,miligrama/kilograma  ,11/01/2024 00:00:00
quimico,0.02,novalurom,sim,sorgo,miligrama/kilograma  ,01/16/2017 00:00:00
quimico,0.7,novalurom,sim,aveia,miligrama/kilograma  ,01/15/2018 00:00:00
quimico,0.02,novalurom,sim,batata,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.5,novalurom,sim,café,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.05,novalurom,sim,soja,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,0.5,miclobutanil,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,miclobutanil,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.02,miclobutanil,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,miclobutanil,sim,arroz,miligrama/kilograma  ,11/30/2009 00:00:00
quimico,0.1,miclobutanil,sim,café,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,miclobutanil,sim,uva,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,miclobutanil,sim,melão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,metam,sim,mandioca,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.02,novalurom,sim,cenoura,miligrama/kilograma  ,09/29/2023 00:00:00
quimico,0.01,novalurom,sim,castanha-do-pará,miligrama/kilograma  ,11/01/2024 00:00:00
quimico,1.0,novalurom,sim,tomate,miligrama/kilograma  ,01/16/2017 00:00:00
quimico,0.02,novalurom,sim,couve,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,grão-de-bico,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,lentilha,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,ameixa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,marmelo,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.02,novalurom,sim,cana-de-açúcar,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.01,novalurom,sim,coco,miligrama/kilograma  ,01/16/2017 00:00:00
quimico,0.07,novalurom,sim,maçã,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.1,novalurom,sim,melancia,miligrama/kilograma  ,11/13/2015 00:00:00
quimico,0.1,novalurom,sim,morango,miligrama/kilograma  ,02/05/2015 00:00:00
quimico,0.02,novalurom,sim,repolho,miligrama/kilograma  ,11/10/2008 00:00:00
quimico,0.02,novalurom,sim,chuchu,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.02,novalurom,sim,couve-chinesa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,nêspera,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.2,novalurom,sim,amendoim,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.01,novalurom,sim,batata-doce,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.7,novalurom,sim,arroz,miligrama/kilograma  ,01/16/2017 00:00:00
quimico,0.01,espinetoram,sim,chalota,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.3,espinetoram,sim,framboesa,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.01,espinetoram,sim,gengibre,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.01,espinetoram,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.5,espinetoram,sim,quiabo,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,1.5,espinetoram,sim,almeirão,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,1.5,espinetoram,sim,chicória,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,1.5,espinetoram,sim,estévia,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,1.5,espinetoram,sim,mostarda,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,1.5,espinetoram,sim,rúcula,miligrama/kilograma  ,09/08/2020 00:00:00
quimico,0.01,espinetoram,sim,batata,miligrama/kilograma  ,12/21/2012 00:00:00
quimico,0.05,espinetoram,sim,chuchu,miligrama/kilograma  ,03/14/2016 00:00:00
