TP_SUBSTANCIA,NU_LMR,DS_INGREDIENTE_ATIVO,ST_AUTORIZADO,NO_CULTURA,NO_UNIDADE_MEDIDA,DT_INICIO_VIGENCIA
quimico,1.0,captana,sim,pimentão,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,goiaba,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,5.0,captana,sim,romã,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.0,captana,sim,batata-doce,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.0,captana,sim,beterraba,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.0,captana,sim,mandioca,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,caqui,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,5.0,captana,sim,cacau,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,5.0,captana,sim,noz-pecã,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.03,casugamicina,sim,pimentão,miligrama/kilograma  ,03/01/2013 00:00:00
quimico,1.0,captana,sim,cenoura,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,15.0,clorotalonil,sim,azeitona,miligrama/kilograma  ,02/24/2025 00:00:00
quimico,3.0,clorotalonil,sim,melancia,miligrama/kilograma  ,05/25/2009 00:00:00
quimico,5.0,clorotalonil,sim,pimentão,miligrama/kilograma  ,05/25/2009 00:00:00
quimico,0.1,clorotalonil,sim,soja,miligrama/kilograma  ,06/25/2018 00:00:00
quimico,0.5,clorotalonil,sim,triticale,miligrama/kilograma  ,04/27/2018 00:00:00
quimico,0.2,clorotalonil,sim,cenoura,miligrama/kilograma  ,05/25/2009 00:00:00
quimico,0.5,clorotalonil,sim,centeio,miligrama/kilograma  ,04/27/2018 00:00:00
quimico,10.0,clorotalonil,sim,jiló,miligrama/kilograma  ,10/05/2022 00:00:00
quimico,0.2,clorotalonil,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,02/17/2021 00:00:00
quimico,2.0,clorotalonil,sim,lentilha,miligrama/kilograma  ,02/17/2021 00:00:00
quimico,1.0,clorotalonil,sim,chalota,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,5.0,clorotalonil,sim,caju,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,6.0,clorotalonil,sim,alface,miligrama/kilograma  ,05/25/2009 00:00:00
quimico,2.0,clorotalonil,sim,feijão,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,10.0,clorotalonil,sim,pimentão,miligrama/kilograma  ,10/05/2022 00:00:00
quimico,0.5,clorotalonil,sim,brócolis,miligrama/kilograma  ,02/17/2021 00:00:00
quimico,0.5,clorotalonil,sim,couve-de-bruxelas,miligrama/kilograma  ,02/17/2021 00:00:00
quimico,2.0,clorotalonil,sim,ervilha,miligrama/kilograma  ,02/17/2021 00:00:00
quimico,1.0,clorotalonil,sim,alho,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.2,clorotalonil,sim,abobrinha,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.2,clorotalonil,sim,pepino,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,15.0,clorotalonil,sim,cupuaçu,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,15.0,clorotalonil,sim,macadâmia,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,15.0,clorotalonil,sim,maracujá,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,15.0,clorotalonil,sim,romã,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,2.0,clorotalonil,sim,melancia,miligrama/kilograma  ,09/19/2007 00:00:00
quimico,1.0,captana,sim,nabo,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,quiuí,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,25.0,captana,sim,alho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,10.0,captana,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,captana,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,5.0,captana,sim,manga,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,pepino,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,nectarina,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.0,captana,sim,rabanete,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,abobrinha,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,1.0,captana,sim,quiabo,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,15.0,captana,sim,alfafa,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,25.0,captana,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,captana,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,5.0,captana,sim,guaraná,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,5.0,captana,sim,mamão,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,5.0,captana,sim,citros,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,abóbora,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,2.0,captana,sim,pêssego,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.01,carbaril,sim,cana-de-açúcar,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,0.5,carbaril,sim,abacaxi,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carbaril,sim,alho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,carbaril,sim,café,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,0.2,carbaril,sim,banana,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,carbaril,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,carbaril,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.02,carbaril,sim,couve-flor,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,100.0,carbaril,sim,pastagem,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carbaril,sim,repolho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,acetamiprido,sim,açaí,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.15,bifentrina,sim,almeirão,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.01,ametoctradina,sim,alho,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.05,bifentrina,sim,amendoim,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,999.0,bicarbonato de potássio,sim,almeirão,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,1.0,captana,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,benzoato de emamectina,sim,chuchu,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.01,casugamicina,sim,centeio,miligrama/kilograma  ,05/07/2018 00:00:00
quimico,0.05,carbaril,sim,algodão,miligrama/kilograma  ,05/08/2006 00:00:00
quimico,0.05,cipermetrina,sim,mandioca,miligrama/kilograma  ,07/05/2010 00:00:00
quimico,0.05,cipermetrina,sim,milheto,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,1.0,cipermetrina,sim,sorgo,miligrama/kilograma  ,05/28/2018 00:00:00
quimico,0.05,cipermetrina,sim,cará,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.05,cipermetrina,sim,batata-doce,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.05,cipermetrina,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.09,cipermetrina,sim,soja,miligrama/kilograma  ,12/01/2023 00:00:00
quimico,0.5,cipermetrina,sim,cevada,miligrama/kilograma  ,08/02/2023 00:00:00
quimico,0.05,cipermetrina,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,cipermetrina,sim,pepino,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,cipermetrina,sim,grão-de-bico,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,0.05,cipermetrina,sim,lentilha,miligrama/kilograma  ,05/10/2021 00:00:00
quimico,0.05,cipermetrina,sim,alho,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.3,cipermetrina,sim,brócolis,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.3,cipermetrina,sim,couve-chinesa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.3,cipermetrina,sim,couve-flor,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.05,cipermetrina,sim,grão-de-bico,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.05,cipermetrina,sim,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,azoxistrobina,sim,couve,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.1,azoxistrobina,sim,linhaça,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.7,azoxistrobina,sim,arroz,miligrama/kilograma  ,10/16/2012 00:00:00
quimico,0.2,azoxistrobina,sim,caju,miligrama/kilograma  ,09/23/2014 00:00:00
quimico,0.5,azoxistrobina,sim,couve-flor,miligrama/kilograma  ,06/28/2004 00:00:00
quimico,0.3,azoxistrobina,sim,manga,miligrama/kilograma  ,10/06/2008 00:00:00
quimico,0.01,azoxistrobina,sim,milheto,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,6.0,azoxistrobina,sim,lichia,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.2,azoxistrobina,sim,feijões,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.2,azoxistrobina,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,6.0,azoxistrobina,sim,anonáceas,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.4,azoxistrobina,sim,coentro,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,20.0,azoxistrobina,sim,agrião,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,20.0,azoxistrobina,sim,almeirão,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,20.0,azoxistrobina,sim,chicória,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.5,azoxistrobina,sim,brócolis,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.1,azoxistrobina,sim,gergelim,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.5,azoxistrobina,sim,abóbora,miligrama/kilograma  ,09/23/2014 00:00:00
quimico,0.05,azoxistrobina,sim,amendoim,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.5,azoxistrobina,sim,cana-de-açúcar,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.03,azoxistrobina,sim,cana-de-açúcar,miligrama/kilograma  ,02/13/2014 00:00:00
quimico,0.4,azoxistrobina,sim,manga,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,5.0,azoxistrobina,sim,morango,miligrama/kilograma  ,01/05/2005 00:00:00
quimico,1.0,azoxistrobina,sim,pêssego,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.5,azoxistrobina,sim,soja,miligrama/kilograma  ,06/28/2004 00:00:00
quimico,7.0,azoxistrobina,sim,melão,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,6.0,azoxistrobina,sim,abacaxi,miligrama/kilograma  ,11/03/2020 00:00:00
quimico,0.5,azoxistrobina,sim,repolho,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,6.0,azoxistrobina,sim,maçã,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,0.5,azoxistrobina,sim,alface,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,1.0,azoxistrobina,sim,ameixa,miligrama/kilograma  ,08/08/2016 00:00:00
quimico,0.2,azoxistrobina,sim,amendoim,miligrama/kilograma  ,01/05/2005 00:00:00
quimico,0.6,azoxistrobina,sim,cevada,miligrama/kilograma  ,01/02/2015 00:00:00
quimico,1.0,azoxistrobina,sim,figo,miligrama/kilograma  ,07/04/2016 00:00:00
quimico,0.1,azoxistrobina,sim,girassol,miligrama/kilograma  ,02/11/2010 00:00:00
quimico,0.3,azoxistrobina,sim,mamão,miligrama/kilograma  ,10/06/2008 00:00:00
quimico,0.01,azoxistrobina,sim,milho,miligrama/kilograma  ,11/30/2005 00:00:00
quimico,0.3,azoxistrobina,sim,morango,miligrama/kilograma  ,10/06/2008 00:00:00
quimico,0.5,azoxistrobina,sim,pepino,miligrama/kilograma  ,01/05/2005 00:00:00
quimico,0.01,azoxistrobina,sim,sorgo,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,0.5,azoxistrobina,sim,berinjela,miligrama/kilograma  ,11/03/2022 00:00:00
quimico,0.3,azoxistrobina,sim,framboesa,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,1.0,azoxistrobina,sim,mangaba,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.2,azoxistrobina,sim,feijão,miligrama/kilograma  ,03/30/2022 00:00:00
quimico,0.2,azoxistrobina,sim,triticale,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,0.4,azoxistrobina,sim,hortelã,miligrama/kilograma  ,12/28/2022 00:00:00
quimico,20.0,azoxistrobina,sim,acelga,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,20.0,azoxistrobina,sim,espinafre,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,6.0,azoxistrobina,sim,azeitona,miligrama/kilograma  ,03/08/2024 00:00:00
quimico,1.0,azoxistrobina,sim,abacate,miligrama/kilograma  ,05/28/2019 00:00:00
quimico,1.0,azoxistrobina,sim,aveia,miligrama/kilograma  ,09/10/2015 00:00:00
quimico,0.5,azoxistrobina,sim,banana,miligrama/kilograma  ,09/10/2015 00:00:00
quimico,0.2,azoxistrobina,sim,beterraba,miligrama/kilograma  ,01/05/2005 00:00:00
quimico,0.05,azoxistrobina,sim,cevada,miligrama/kilograma  ,04/30/2007 00:00:00
quimico,0.1,azoxistrobina,sim,ervilha,miligrama/kilograma  ,09/23/2014 00:00:00
quimico,0.5,acetamiprido,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,acetamiprido,sim,couve-flor,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.7,acetamiprido,sim,pimenta,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.7,acetamiprido,sim,pimentão,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.05,acetamiprido,sim,sorgo,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,0.3,acetamiprido,sim,uva,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.1,acetamiprido,sim,ervilha,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.5,acetamiprido,sim,nabo,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.1,acetamiprido,sim,maracujá,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.06,acetamiprido,sim,canola,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.06,acetamiprido,sim,gergelim,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.1,acetamiprido,sim,pupunha,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.3,acetamiprido,sim,cacau,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.3,acetamiprido,sim,lichia,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.3,acetamiprido,sim,noz-pecã,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.02,acetamiprido,sim,chalota,miligrama/kilograma  ,12/23/2024 00:00:00
quimico,0.7,acetamiprido,sim,abacaxi,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.7,acetamiprido,sim,manga,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.7,acetamiprido,sim,noz-pecã,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.01,acetamiprido,sim,amendoim,miligrama/kilograma  ,04/09/2015 00:00:00
quimico,1.0,acetamiprido,sim,aveia,miligrama/kilograma  ,07/18/2016 00:00:00
quimico,1.0,acetamiprido,sim,espinafre,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.5,acetamiprido,sim,jiló,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.2,acetamiprido,sim,marmelo,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.2,acetamiprido,sim,nêspera,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.2,acetamiprido,sim,pepino,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.1,acetamiprido,sim,amendoim,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.1,acetamiprido,sim,feijão-caupi,miligrama/kilograma  ,02/03/2020 00:00:00
quimico,0.04,ametrina,sim,milho,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,ametrina,sim,soja,miligrama/kilograma  ,03/01/2024 00:00:00
quimico,0.02,ametrina,sim,citros,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.3,acetamiprido,sim,caqui,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.2,acetamiprido,sim,chuchu,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.1,acetamiprido,sim,couve-de-bruxelas,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,0.3,acetamiprido,sim,figo,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.7,acetamiprido,sim,jiló,miligrama/kilograma  ,08/05/2019 00:00:00
quimico,0.1,acetamiprido,sim,melancia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,acetamiprido,sim,milho,miligrama/kilograma  ,01/19/2010 00:00:00
quimico,0.1,acetamiprido,sim,pêssego,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,0.1,acetamiprido,sim,repolho,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,1.0,acetamiprido,sim,rúcula,miligrama/kilograma  ,11/01/2018 00:00:00
quimico,0.5,acetamiprido,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,acetamiprido,sim,abóbora,miligrama/kilograma  ,03/13/2017 00:00:00
quimico,1.0,acetamiprido,sim,alface,miligrama/kilograma  ,01/08/2018 00:00:00
quimico,1.0,acetamiprido,sim,estévia,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.15,acetamiprido,sim,grão-de-bico,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.15,acetamiprido,sim,lentilha,miligrama/kilograma  ,05/06/2020 00:00:00
quimico,0.5,acetamiprido,sim,chalota,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.5,acetamiprido,sim,cenoura,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.1,acetamiprido,sim,azeitona,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.1,acetamiprido,sim,noz-pecã,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.15,acetamiprido,sim,feijões,miligrama/kilograma  ,03/08/2023 00:00:00
quimico,0.5,acetamiprido,sim,caqui,miligrama/kilograma  ,03/21/2024 00:00:00
quimico,0.1,acetamiprido,sim,pinhão,miligrama/kilograma  ,05/20/2024 00:00:00
quimico,0.15,acetamiprido,sim,trigo mourisco,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.7,acetamiprido,sim,anonáceas,miligrama/kilograma  ,03/28/2025 00:00:00
quimico,0.1,acibenzolar-s-metílico,sim,rabanete,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,0.07,acibenzolar-s-metílico,sim,melancia,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,0.5,acibenzolar-s-metílico,sim,tomate,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,acibenzolar-s-metílico,sim,pinhão,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,0.5,acibenzolar-s-metílico,sim,abóbora,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,0.1,acibenzolar-s-metílico,sim,beterraba,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,0.01,acibenzolar-s-metílico,sim,café,miligrama/kilograma  ,03/14/2016 00:00:00
quimico,0.05,acibenzolar-s-metílico,sim,trigo,miligrama/kilograma  ,09/04/2014 00:00:00
quimico,0.2,acibenzolar-s-metílico,sim,castanha-do-pará,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,1.0,acibenzolar-s-metílico,sim,feijão,miligrama/kilograma  ,12/05/2007 00:00:00
quimico,0.1,acibenzolar-s-metílico,sim,mandioca,miligrama/kilograma  ,07/12/2021 00:00:00
quimico,0.02,amicarbazona,sim,milho,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,0.04,amicarbazona,sim,soja,miligrama/kilograma  ,09/08/2022 00:00:00
quimico,1.0,amicarbazona,sim,palma forrageira,miligrama/kilograma  ,07/01/2024 00:00:00
quimico,0.01,amicarbazona,sim,batata,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,0.05,amicarbazona,sim,cana-de-açúcar,miligrama/kilograma  ,09/05/2016 00:00:00
quimico,0.6,amicarbazona,sim,feijão,miligrama/kilograma  ,03/21/2023 00:00:00
quimico,0.05,cloridrato de aviglicina,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,30.0,aminopiralide,sim,pastagem,miligrama/kilograma  ,09/06/2006 00:00:00
quimico,0.01,aminopiralide,sim,cana-de-açúcar,miligrama/kilograma  ,03/08/2021 00:00:00
quimico,999.0,azadiractina,sim,chalota,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,mandioca,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,mandioquinha-salsa / batata baroa,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,abóbora,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,abobrinha,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,morango,miligrama/kilograma  ,05/31/2010 00:00:00
quimico,999.0,azadiractina,sim,batata-doce,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,0.15,bifentrina,sim,cana-de-açúcar,miligrama/kilograma  ,09/28/2020 00:00:00
quimico,0.01,bifentrina,sim,pitanga,miligrama/kilograma  ,05/31/2021 00:00:00
quimico,1.0,bifentrina,sim,arroz,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,pupunha,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,gengibre,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,agrião,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,pepino,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,couve-chinesa,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,pimenta,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,batata,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,hortelã,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,manjericão,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,salsa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,manga,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,framboesa,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,mirtilo,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,inhame,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,nabo,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,999.0,azadiractina,sim,acelga,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,almeirão,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,couve,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,brócolis,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,couve-de-bruxelas,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,chuchu,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,chicória,miligrama/kilograma  ,12/08/2014 00:00:00
quimico,999.0,azadiractina,sim,alface,miligrama/kilograma  ,05/31/2010 00:00:00
quimico,999.0,azadiractina,sim,cacau,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,lichia,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,999.0,azadiractina,sim,alho,miligrama/kilograma  ,03/20/2017 00:00:00
quimico,0.1,carbaril,sim,cebola,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.02,carbaril,sim,pepino,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.4,carbaril,sim,algodão,miligrama/kilograma  ,06/09/2025 00:00:00
quimico,0.1,carbaril,sim,abóbora,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.1,carbaril,sim,batata,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,2.0,carbaril,sim,maçã,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carboxina,sim,feijão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,carboxina,sim,alface,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.01,carboxina,sim,jiló,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.2,carboxina,sim,arroz,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,carboxina,sim,ervilha,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,carboxina,sim,melão,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,carboxina,sim,chicória,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.2,carboxina,sim,cenoura,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,carboxina,sim,quiabo,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.2,carboxina,sim,aveia,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,carboxina,sim,berinjela,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.2,carboxina,sim,algodão,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carboxina,sim,batata,miligrama/kilograma  ,06/16/2005 00:00:00
quimico,0.2,carboxina,sim,cevada,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carboxina,sim,soja,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.2,carboxina,sim,cebola,miligrama/kilograma  ,05/04/2022 00:00:00
quimico,0.01,carboxina,sim,agrião,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.01,carboxina,sim,pimentão,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.01,carboxina,sim,pimenta,miligrama/kilograma  ,02/22/2023 00:00:00
quimico,0.2,carboxina,sim,amendoim,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.05,carboxina,sim,pastagem,miligrama/kilograma  ,06/16/2005 00:00:00
quimico,0.2,carboxina,sim,trigo,miligrama/kilograma  ,09/02/2003 00:00:00
quimico,0.01,ametoctradina,sim,batata,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.01,ametoctradina,sim,cebola,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,5.0,ametoctradina,sim,uva,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.5,ametoctradina,sim,abobrinha,miligrama/kilograma  ,08/17/2022 00:00:00
quimico,0.5,ametoctradina,sim,chuchu,miligrama/kilograma  ,08/17/2022 00:00:00
