NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"TIAMETOXAM";"Quimico";0.0700000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Aveia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";"03/27/2016 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"04/16/2019 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 166, DE 20 DE JANEIRO DE 2010";"01/22/2010 00:00:00";"01/31/2012 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";1.0000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Coentro";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.1000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Figo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0600000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 1.819, DE 4 DE JUNHO DE 2020";"06/08/2020 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.1000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.898, DE 15 DE JULHO DE 2016";"07/18/2016 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"12/12/2012 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"09/04/2024 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.3000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Cevada";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.2000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Mamona";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 233, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.0500000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Cana-de-açúcar";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.329, DE 09 DE DEZEMBRO DE 2016";"12/12/2016 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.2000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.0500000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Tomate";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.2000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.3000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.2000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.0500000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.0500000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Banana";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIACLOPRIDO";"Quimico";0.1000000000;"T49";"TIACLOPRIDO";"111988499";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Tepraloxidim";"Quimico";0.2000000000;"T50";"Tepraloxidim";"149979419";"SIM";"Algodão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Tepraloxidim";"Quimico";2.0000000000;"T50";"Tepraloxidim";"149979419";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Tepraloxidim";"Quimico";1.0000000000;"T50";"Tepraloxidim";"149979419";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Tifluzamida";"Quimico";0.1000000000;"T52";"Tifluzamida";"130000407";"SIM";"Batata";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"Tifluzamida";"Quimico";0.0500000000;"T52";"Tifluzamida";"130000407";"SIM";"Café";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.3000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Acerola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"12/17/2019 00:00:00";"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.3000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.751, DE 30 DE JUNHO DE 2016";"07/04/2016 00:00:00";"12/12/2023 00:00:00";"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Maçã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 1.378, DE 4 DE MAIO DE 2020";"05/06/2020 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";2.0000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Acelga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Alho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 523, DE 27 DE FEVEREIRO DE 2007";"03/05/2007 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Ameixa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"02/29/2024 00:00:00";"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.7000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Couve-de-bruxelas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Nêspera";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Pêssego";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.7000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.4000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Citros";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 3.577, DE 17 DE DEZEMBRO DE 2019";"12/18/2019 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.1500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.4000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Caju";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.1000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Gengibre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"08/01/2023 00:00:00";"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Maracujá";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 523, DE 27 DE FEVEREIRO DE 2007";"03/05/2007 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005";"01/27/2005 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.3000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Morango";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";"12/12/2023 00:00:00";"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Pepino";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Jiló";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN nº 141, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN nº 141, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0600000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 237, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.4000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Pimenta";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0600000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Framboesa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.4000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 305, DE 28 DE JUNHO DE 2024";"07/01/2024 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";3.0000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Gergelim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 305, DE 28 DE JUNHO DE 2024";"07/01/2024 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Banana";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005";"01/27/2005 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Caqui";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 523, DE 27 DE FEVEREIRO DE 2007";"03/05/2007 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 523, DE 27 DE FEVEREIRO DE 2007";"03/05/2007 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Nectarina";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.2000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Abóbora";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 2.706, DE 8 DE JULHO DE 2021";"07/12/2021 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0600000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Triticale";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Mirtilo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.5000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Morango";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 268, DE 12 DE DEZEMBRO DE 2023";"12/13/2023 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0500000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 305, DE 28 DE JUNHO DE 2024";"07/01/2024 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";2.0000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.0200000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005";"01/27/2005 00:00:00";;"09/24/2025 00:00:00"
"TRIFLOXISTROBINA";"Quimico";0.7000000000;"T54";"TRIFLOXISTROBINA";"141517217";"SIM";"Couve";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016";"03/14/2016 00:00:00";;"09/24/2025 00:00:00"
