NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DT_ATUALIZACAO
"FLUASIFOPE-P-BUTÍLICO";"Quimico";0.0500000000;"F23";"FLUASIFOPE-P-BUTÍLICO";"79241466";"SIM";"Estévia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 237, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Manga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.836, DE 24 DE SETEMBRO DE 2020";"09/28/2020 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";30.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Banana";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.836, DE 24 DE SETEMBRO DE 2020";"09/28/2020 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Ervilha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Agrião";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";3.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Caqui";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";"12/22/2024 00:00:00";"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";3.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Carambola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";"12/22/2024 00:00:00";"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";3.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Mangaba";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Nectarina";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Anonáceas";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 282, DE 06 DE MARÇO DE 2024";"03/08/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Macadâmia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 282, DE 06 DE MARÇO DE 2024";"03/08/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Maracujá";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 282, DE 06 DE MARÇO DE 2024";"03/08/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.0100000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Aveia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 315, DE 4 DE SETEMBRO DE 2024";"09/05/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Quiuí";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE N° 2.363, DE 23 DE AGOSTO DE 2019";"08/26/2019 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.0400000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Milho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";3.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE N°2.363, DE 23 DE AGOSTO DE 2019";"08/26/2019 00:00:00";"12/22/2024 00:00:00";"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Acelga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Chicória";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Espinafre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Estévia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";5.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Mostarda";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";2.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Seriguela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";3.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Figo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";"12/22/2024 00:00:00";"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.5000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Ameixa";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.2000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Gergelim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 228, DE 01 DE JUNHO DE 2023";"06/02/2023 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";6.0000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Caju";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.0200000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO Nº 4.121, DE 20 DE DEZEMBRO DE 2006";"12/21/2006 00:00:00";;"09/24/2025 00:00:00"
"FLUDIOXONIL";"Quimico";0.2000000000;"F49";"FLUDIOXONIL";"131341861";"SIM";"Canola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 185, DE 28 DE SETEMBRO DE 2022";"10/05/2022 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";2.0000000000;;"DITIOCARBAMATOS";;"SIM";"Maxixe";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";1.0000000000;;"DITIOCARBAMATOS";;"SIM";"Batata-doce";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.0500000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Feijão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.0500000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";1.0000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Pitanga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";1.0000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";1.0000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Acerola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.350, DE 25 DE MAIO DE 2018";"05/28/2018 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";1.0000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Mirtilo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.590, DE 18 DE SETEMBRO DE 2019";"09/19/2019 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.7000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Romã";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 2.590, DE 18 DE SETEMBRO DE 2019";"09/19/2019 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.7000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Mamão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 126, DE 25 DE MARÇO DE 2022";"03/30/2022 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";2.0000000000;;"DITIOCARBAMATOS";;"SIM";"Abóbora";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";6.5000000000;;"DITIOCARBAMATOS";;"SIM";"Acelga";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";3.0000000000;;"DITIOCARBAMATOS";;"SIM";"Banana";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 176, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";0.3000000000;;"DITIOCARBAMATOS";;"SIM";"Gengibre";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN 146, DE 29 DE ABRIL DE 2022";"05/04/2022 00:00:00";"05/19/2024 00:00:00";"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.4000000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Pimentão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA-IN Nº 167, DE 12 DE AGOSTO DE 2022";"08/17/2022 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.0500000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Feijões";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 210, DE 16 DE FEVEREIRO DE 2023";"02/22/2023 00:00:00";;"09/24/2025 00:00:00"
"CIPERMETRINAS (TODOS OS ISÔMEROS)";"Quimico";0.0500000000;;"CIPERMETRINAS (TODOS OS ISÔMEROS)";;"SIM";"Grão-de-bico";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN N° 210, DE 16 DE FEVEREIRO DE 2023";"02/22/2023 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";1.0000000000;;"DITIOCARBAMATOS";;"SIM";"Mandioca";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA IN N° 300, DE 17 DE MAIO DE 2024";"05/20/2024 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";2.0000000000;;"DITIOCARBAMATOS";;"SIM";"Chuchu";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 341, DE 19 DE DEZEMBRO DE 2024";"12/23/2024 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";3.0000000000;;"DITIOCARBAMATOS";;"SIM";"Lúpulo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"DITIOCARBAMATOS";"Quimico";3.0000000000;;"DITIOCARBAMATOS";;"SIM";"Pimenta";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA  IN Nº 371, DE 5 DE JUNHO DE 2025";"06/09/2025 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";1.0000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.409, DE 19 DE JULHO DE 2010";"07/21/2010 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0600000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Cebola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 289, DE 1º DE FEVEREIRO DE 2018";"02/05/2018 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Feijão-vagem";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Mandioca";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.1000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Melancia";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Melão";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/17/2016 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.7000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Pastagem";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 782, DE 23 DE MARÇO DE 2007";"03/26/2007 00:00:00";"07/17/2016 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Repolho";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"12/12/2012 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Soja";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.898, DE 15 DE JULHO DE 2016";"07/18/2016 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Uva";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"12/12/2012 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Amendoim";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 1.898, DE 15 DE JULHO DE 2016";"07/18/2016 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Arroz";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"07/20/2010 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";1.0000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Cebolinha";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0500000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Cevada";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 166, DE 20 DE JANEIRO DE 2010";"01/22/2010 00:00:00";"12/12/2012 00:00:00";"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Centeio";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 233, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0300000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Pêssego";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 2.671, DE 6 DE OUTUBRO DE 2017";"10/09/2017 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";1.0000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";1.0000000000;"T48";"TIAMETOXAM";"153719234";"SIM";" Alho-poró";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012";"12/13/2012 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0300000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Berinjela";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO RE Nº 976, DE 15 DE ABRIL DE 2019";"04/17/2019 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Milheto";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 233, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0200000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Triticale";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 233, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.2000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Canola";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"INSTRUÇÃO NORMATIVA - IN Nº 233, DE 01 DE AGOSTO DE 2023";"08/02/2023 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0500000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Palma forrageira";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO - RE Nº 3.409, DE 19 DE JULHO DE 2010";"07/21/2010 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.1000000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Sorgo";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 166, DE 20 DE JANEIRO DE 2010";"01/22/2010 00:00:00";;"09/24/2025 00:00:00"
"TIAMETOXAM";"Quimico";0.0500000000;"T48";"TIAMETOXAM";"153719234";"SIM";"Alface";"Limite máximo";"Limite Máximo de Resíduos";"MILIGRAMA/KILOGRAMA  ";"RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003";"09/02/2003 00:00:00";"12/12/2012 00:00:00";"09/24/2025 00:00:00"
